Row,Month,Australian,International,OutFlightsAll,OutSeatsMax,Country,State,Latitude,Longitude,Population,Melbourne_Country,Melbourne_State,Melbourne_Latitude,Melbourne_Longitude,Melbourne_Population,PaxOut,PaxOut2,Average_Load_Factor,Port Country,Port Region,Airline_Count,Month_Name,Month_Number
2450,1/04/2016,Melbourne,Singapore,226,74046,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,51585,51585,0.6967,Singapore,SE Asia,5,April,4
2451,1/04/2016,Melbourne,Phuket,20,6700,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,4426,4426,0.6606,Thailand,SE Asia,1,April,4
2452,1/04/2016,Melbourne,Queenstown,30,5256,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,4090,4090,0.7782,New Zealand,New Zealand,2,April,4
2453,1/04/2016,Melbourne,Shanghai,60,13919,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,11719,11719,0.8419,China,NE Asia,2,April,4
2454,1/04/2016,Melbourne,Jakarta,17,3774,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,2183,2183,0.5784,Indonesia,SE Asia,1,April,4
2455,1/04/2016,Melbourne,Beijing,13,3081,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,2483,2483,0.8059,China,NE Asia,1,April,4
2456,1/04/2016,Melbourne,Chengdu,13,3218,China,Sichuan,30.671946,104.068074,4123000,Australia,Victoria,-37.818086,144.97307,4170000,2612,2612,0.8117,China,NE Asia,1,April,4
2457,1/04/2016,Melbourne,Christchurch,82,14215,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,11528,11528,0.811,New Zealand,New Zealand,4,April,4
2458,1/04/2016,Melbourne,Bangkok,79,23885,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,16073,16073,0.6729,Thailand,SE Asia,2,April,4
2459,1/04/2016,Melbourne,Abu Dhabi,60,19680,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,16085,16085,0.8173,United Arab Emirates,Middle East,1,April,4
2460,1/04/2016,Melbourne,Auckland,275,64265,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,45122,45122,0.7021,New Zealand,New Zealand,5,April,4
2461,1/04/2016,Melbourne,Bandar Seri Begawan,30,7620,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,5178,5178,0.6795,Brunei,SE Asia,1,April,4
2462,1/04/2016,Melbourne,Ho Chi Minh City,30,8328,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,5384,5384,0.6465,Vietnam,SE Asia,1,April,4
2463,1/04/2016,Melbourne,Hong Kong,120,31634,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,28166,28166,0.8904,Hong Kong (SAR),NE Asia,2,April,4
2464,1/04/2016,Melbourne,Honolulu,16,5360,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,3794,3794,0.7078,USA,N America,1,April,4
2465,1/04/2016,Melbourne,Guangzhou,60,16440,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,13780,13780,0.8382,China,NE Asia,1,April,4
2466,1/04/2016,Melbourne,Denpasar,115,33390,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,22367,22367,0.6699,Indonesia,SE Asia,4,April,4
2467,1/04/2016,Melbourne,Doha,30,10503,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,10000,10000,0.9521,Qatar,Middle East,1,April,4
2468,1/04/2016,Melbourne,Dubai,119,54856,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,22330,22330,0.4071,United Arab Emirates,Middle East,2,April,4
2469,1/05/2016,Melbourne,Nadi,53,8932,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,7352,7352,0.8231,Fiji,Islands,2,May,5
2470,1/05/2016,Melbourne,New Delhi,13,3328,India,Delhi,28.600023,77.19998,317797,Australia,Victoria,-37.818086,144.97307,4170000,2032,2032,0.6106,India,S Asia,1,May,5
2471,1/05/2016,Melbourne,Noumea,8,1168,French Republic,Sud,-22.262528,166.444285,93060,Australia,Victoria,-37.818086,144.97307,4170000,669,669,0.5728,New Caledonia,Islands,1,May,5
2472,1/05/2016,Melbourne,Manila,13,4693,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2419,2419,0.5154,Philippines,SE Asia,1,May,5
2473,1/05/2016,Melbourne,Kuala Lumpur,151,51102,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,27413,27413,0.5364,Malaysia,SE Asia,3,May,5
2474,1/05/2016,Melbourne,London,31,15004,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,5911,5911,0.394,UK,Europe,1,May,5
2475,1/05/2016,Melbourne,Los Angeles,67,24603,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,20992,20992,0.8532,USA,N America,2,May,5
2476,1/05/2016,Melbourne,Osaka,3,1005,Japan,Osaka,34.751981,135.458199,11294000,Australia,Victoria,-37.818086,144.97307,4170000,183,183,0.1821,Japan,NE Asia,1,May,5
2477,1/05/2016,Melbourne,Taipei,12,3600,Taiwan,Taipei City,25.035833,121.568333,6900273,Australia,Victoria,-37.818086,144.97307,4170000,1528,1528,0.4244,Taiwan,NE Asia,1,May,5
2478,1/05/2016,Melbourne,Tokyo,18,6030,Japan,Tokyo,35.686963,139.749462,35676000,Australia,Victoria,-37.818086,144.97307,4170000,4750,4750,0.7877,Japan,NE Asia,1,May,5
2479,1/05/2016,Melbourne,Wellington,76,12882,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,9267,9267,0.7194,New Zealand,New Zealand,3,May,5
2480,1/05/2016,Melbourne,Singapore,239,77088,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,50822,50822,0.6593,Singapore,SE Asia,5,May,5
2481,1/05/2016,Melbourne,Phuket,18,6030,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,4667,4667,0.774,Thailand,SE Asia,1,May,5
2482,1/05/2016,Melbourne,Queenstown,18,3224,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,2132,2132,0.6613,New Zealand,New Zealand,2,May,5
2483,1/05/2016,Melbourne,Shanghai,57,13215,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,11345,11345,0.8585,China,NE Asia,2,May,5
2484,1/05/2016,Melbourne,Beijing,13,3081,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,2451,2451,0.7955,China,NE Asia,1,May,5
2485,1/05/2016,Melbourne,Chengdu,13,3218,China,Sichuan,30.671946,104.068074,4123000,Australia,Victoria,-37.818086,144.97307,4170000,2120,2120,0.6588,China,NE Asia,1,May,5
2486,1/05/2016,Melbourne,Christchurch,70,12047,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,9535,9535,0.7915,New Zealand,New Zealand,4,May,5
2487,1/05/2016,Melbourne,Bangkok,75,22627,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,15904,15904,0.7029,Thailand,SE Asia,2,May,5
2488,1/05/2016,Melbourne,Abu Dhabi,62,20336,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,14469,14469,0.7115,United Arab Emirates,Middle East,1,May,5
2489,1/05/2016,Melbourne,Auckland,260,60894,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,42938,42938,0.7051,New Zealand,New Zealand,5,May,5
2490,1/05/2016,Melbourne,Bandar Seri Begawan,31,7874,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,4640,4640,0.5893,Brunei,SE Asia,1,May,5
2491,1/05/2016,Melbourne,Denpasar,128,36455,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,28413,28413,0.7794,Indonesia,SE Asia,4,May,5
2492,1/05/2016,Melbourne,Hong Kong,124,33421,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,29145,29145,0.8721,Hong Kong (SAR),NE Asia,2,May,5
2493,1/05/2016,Melbourne,Honolulu,14,4690,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,4024,4024,0.858,USA,N America,1,May,5
2494,1/05/2016,Melbourne,Jakarta,18,4025,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,2462,2462,0.6117,Indonesia,SE Asia,1,May,5
2495,1/05/2016,Melbourne,Ho Chi Minh City,25,6972,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,4660,4660,0.6684,Vietnam,SE Asia,1,May,5
2496,1/05/2016,Melbourne,Doha,31,10983,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,10224,10224,0.9309,Qatar,Middle East,1,May,5
2497,1/05/2016,Melbourne,Dubai,124,57327,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,26045,26045,0.4543,United Arab Emirates,Middle East,2,May,5
2498,1/05/2016,Melbourne,Guangzhou,62,16988,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,12971,12971,0.7635,China,NE Asia,1,May,5
2499,1/06/2016,Melbourne,Manila,13,4693,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2962,2962,0.6312,Philippines,SE Asia,1,June,6
2500,1/06/2016,Melbourne,Nadi,57,9952,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,9036,9036,0.908,Fiji,Islands,2,June,6
2501,1/06/2016,Melbourne,Noumea,13,2066,French Republic,Sud,-22.262528,166.444285,93060,Australia,Victoria,-37.818086,144.97307,4170000,1449,1449,0.7014,New Caledonia,Islands,1,June,6
2502,1/06/2016,Melbourne,London,30,14517,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,7003,7003,0.4824,UK,Europe,1,June,6
2503,1/06/2016,Melbourne,Jakarta,17,3774,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,2931,2931,0.7766,Indonesia,SE Asia,1,June,6
2504,1/06/2016,Melbourne,Kuala Lumpur,150,50632,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,39311,39311,0.7764,Malaysia,SE Asia,3,June,6
2505,1/06/2016,Melbourne,Los Angeles,68,24871,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,21399,21399,0.8604,USA,N America,2,June,6
2506,1/06/2016,Melbourne,Osaka,3,1005,Japan,Osaka,34.751981,135.458199,11294000,Australia,Victoria,-37.818086,144.97307,4170000,110,110,0.1095,Japan,NE Asia,1,June,6
2507,1/06/2016,Melbourne,Tokyo,21,7035,Japan,Tokyo,35.686963,139.749462,35676000,Australia,Victoria,-37.818086,144.97307,4170000,4976,4976,0.7073,Japan,NE Asia,1,June,6
2508,1/06/2016,Melbourne,Wellington,73,12381,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,9019,9019,0.7285,New Zealand,New Zealand,3,June,6
2509,1/06/2016,Melbourne,Queenstown,29,5095,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,3725,3725,0.7311,New Zealand,New Zealand,2,June,6
2510,1/06/2016,Melbourne,Taipei,11,3300,Taiwan,Taipei City,25.035833,121.568333,6900273,Australia,Victoria,-37.818086,144.97307,4170000,2808,2808,0.8509,Taiwan,NE Asia,1,June,6
2511,1/06/2016,Melbourne,Ho Chi Minh City,27,7560,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,6963,6963,0.921,Vietnam,SE Asia,1,June,6
2512,1/06/2016,Melbourne,Shanghai,56,12985,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,12007,12007,0.9247,China,NE Asia,2,June,6
2513,1/06/2016,Melbourne,Singapore,235,76407,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,60884,60884,0.7968,Singapore,SE Asia,5,June,6
2514,1/06/2016,Melbourne,Bandar Seri Begawan,30,7620,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,6050,6050,0.794,Brunei,SE Asia,1,June,6
2515,1/06/2016,Melbourne,Guangzhou,60,16440,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,15097,15097,0.9183,China,NE Asia,1,June,6
2516,1/06/2016,Melbourne,Christchurch,68,11732,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,9443,9443,0.8049,New Zealand,New Zealand,3,June,6
2517,1/06/2016,Melbourne,Bangkok,73,21931,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,20534,20534,0.9363,Thailand,SE Asia,2,June,6
2518,1/06/2016,Melbourne,Auckland,249,59412,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,41603,41603,0.7002,New Zealand,New Zealand,5,June,6
2519,1/06/2016,Melbourne,Abu Dhabi,60,24552,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,21015,21015,0.8559,United Arab Emirates,Middle East,1,June,6
2520,1/06/2016,Melbourne,Beijing,13,3081,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,2666,2666,0.8653,China,NE Asia,1,June,6
2521,1/06/2016,Melbourne,Chengdu,13,3185,China,Sichuan,30.671946,104.068074,4123000,Australia,Victoria,-37.818086,144.97307,4170000,2731,2731,0.8575,China,NE Asia,1,June,6
2522,1/06/2016,Melbourne,Hong Kong,120,32025,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,29947,29947,0.9351,Hong Kong (SAR),NE Asia,2,June,6
2523,1/06/2016,Melbourne,Phuket,17,5695,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,5278,5278,0.9268,Thailand,SE Asia,1,June,6
2524,1/06/2016,Melbourne,Honolulu,13,4355,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,4014,4014,0.9217,USA,N America,1,June,6
2525,1/06/2016,Melbourne,Dubai,120,55534,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,31344,31344,0.5644,United Arab Emirates,Middle East,2,June,6
2526,1/06/2016,Melbourne,New Delhi,13,3328,India,Delhi,28.600023,77.19998,317797,Australia,Victoria,-37.818086,144.97307,4170000,2987,2987,0.8975,India,S Asia,1,June,6
2527,1/06/2016,Melbourne,Doha,30,10740,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,10546,10546,0.9819,Qatar,Middle East,1,June,6
2528,1/06/2016,Melbourne,Denpasar,127,37236,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,33554,33554,0.9011,Indonesia,SE Asia,4,June,6
2529,1/07/2016,Melbourne,Nadi,62,11277,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,9282,9282,0.8231,Fiji,Islands,2,July,7
2530,1/07/2016,Melbourne,New Delhi,13,3328,India,Delhi,28.600023,77.19998,317797,Australia,Victoria,-37.818086,144.97307,4170000,2485,2485,0.7467,India,S Asia,1,July,7
2531,1/07/2016,Melbourne,Noumea,12,1812,French Republic,Sud,-22.262528,166.444285,93060,Australia,Victoria,-37.818086,144.97307,4170000,1004,1004,0.5541,New Caledonia,Islands,1,July,7
2532,1/07/2016,Melbourne,Manila,14,5054,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2735,2735,0.5412,Philippines,SE Asia,1,July,7
2533,1/07/2016,Melbourne,Kuala Lumpur,155,52383,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,34421,34421,0.6571,Malaysia,SE Asia,3,July,7
2534,1/07/2016,Melbourne,London,31,15003,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,6471,6471,0.4313,UK,Europe,1,July,7
2535,1/07/2016,Melbourne,Los Angeles,69,25244,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,20992,20992,0.8316,USA,N America,2,July,7
2536,1/07/2016,Melbourne,Phuket,19,6365,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,5153,5153,0.8096,Thailand,SE Asia,1,July,7
2537,1/07/2016,Melbourne,Tokyo,21,7035,Japan,Tokyo,35.686963,139.749462,35676000,Australia,Victoria,-37.818086,144.97307,4170000,3858,3858,0.5484,Japan,NE Asia,1,July,7
2538,1/07/2016,Melbourne,Wellington,75,12729,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,9264,9264,0.7278,New Zealand,New Zealand,3,July,7
2539,1/07/2016,Melbourne,Xiamen,9,2106,China,Fujian,24.451938,118.078071,2519000,Australia,Victoria,-37.818086,144.97307,4170000,1024,1024,0.4862,China,NE Asia,1,July,7
2540,1/07/2016,Melbourne,Taipei,13,3900,Taiwan,Taipei City,25.035833,121.568333,6900273,Australia,Victoria,-37.818086,144.97307,4170000,2908,2908,0.7456,Taiwan,NE Asia,1,July,7
2541,1/07/2016,Melbourne,Queenstown,65,11176,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,7458,7458,0.6673,New Zealand,New Zealand,2,July,7
2542,1/07/2016,Melbourne,Shanghai,60,13919,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,9523,9523,0.6842,China,NE Asia,2,July,7
2543,1/07/2016,Melbourne,Singapore,247,82092,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,59368,59368,0.7232,Singapore,SE Asia,5,July,7
2544,1/07/2016,Melbourne,Beijing,14,3318,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,2390,2390,0.7203,China,NE Asia,1,July,7
2545,1/07/2016,Melbourne,Chengdu,13,3482,China,Sichuan,30.671946,104.068074,4123000,Australia,Victoria,-37.818086,144.97307,4170000,1912,1912,0.5491,China,NE Asia,1,July,7
2546,1/07/2016,Melbourne,Christchurch,82,14218,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,10645,10645,0.7487,New Zealand,New Zealand,3,July,7
2547,1/07/2016,Melbourne,Bangkok,77,24231,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,18520,18520,0.7643,Thailand,SE Asia,2,July,7
2548,1/07/2016,Melbourne,Abu Dhabi,62,25544,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,21288,21288,0.8334,United Arab Emirates,Middle East,1,July,7
2549,1/07/2016,Melbourne,Auckland,279,65786,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,43535,43535,0.6618,New Zealand,New Zealand,5,July,7
2550,1/07/2016,Melbourne,Bandar Seri Begawan,31,7874,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,6049,6049,0.7682,Brunei,SE Asia,1,July,7
2551,1/07/2016,Melbourne,Denpasar,134,39863,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,35002,35002,0.8781,Indonesia,SE Asia,4,July,7
2552,1/07/2016,Melbourne,Hong Kong,124,33488,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,23513,23513,0.7021,Hong Kong (SAR),NE Asia,2,July,7
2553,1/07/2016,Melbourne,Honolulu,15,5025,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,3851,3851,0.7664,USA,N America,1,July,7
2554,1/07/2016,Melbourne,Jakarta,18,3996,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,3658,3658,0.9154,Indonesia,SE Asia,1,July,7
2555,1/07/2016,Melbourne,Ho Chi Minh City,31,8680,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,6785,6785,0.7817,Vietnam,SE Asia,1,July,7
2556,1/07/2016,Melbourne,Doha,31,11006,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,10425,10425,0.9472,Qatar,Middle East,1,July,7
2557,1/07/2016,Melbourne,Dubai,124,57396,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,26049,26049,0.4538,United Arab Emirates,Middle East,2,July,7
2558,1/07/2016,Melbourne,Guangzhou,62,16988,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,12458,12458,0.7333,China,NE Asia,1,July,7
2559,1/08/2016,Melbourne,Nadi,60,10656,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,9028,9028,0.8472,Fiji,Islands,2,August,8
2560,1/08/2016,Melbourne,New Delhi,13,3328,India,Delhi,28.600023,77.19998,317797,Australia,Victoria,-37.818086,144.97307,4170000,2440,2440,0.7332,India,S Asia,1,August,8
2561,1/08/2016,Melbourne,Noumea,14,2116,French Republic,Sud,-22.262528,166.444285,93060,Australia,Victoria,-37.818086,144.97307,4170000,1262,1262,0.5964,New Caledonia,Islands,1,August,8
2562,1/08/2016,Melbourne,Manila,13,4693,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2018,2018,0.43,Philippines,SE Asia,1,August,8
2563,1/08/2016,Melbourne,Kuala Lumpur,154,52023,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,31830,31830,0.6118,Malaysia,SE Asia,3,August,8
2564,1/08/2016,Melbourne,London,31,15003,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,6270,6270,0.4179,UK,Europe,1,August,8
2565,1/08/2016,Melbourne,Los Angeles,70,25950,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,21624,21624,0.8333,USA,N America,2,August,8
2566,1/08/2016,Melbourne,Phuket,17,5695,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,4305,4305,0.7559,Thailand,SE Asia,1,August,8
2567,1/08/2016,Melbourne,Tokyo,19,6365,Japan,Tokyo,35.686963,139.749462,35676000,Australia,Victoria,-37.818086,144.97307,4170000,4232,4232,0.6649,Japan,NE Asia,1,August,8
2568,1/08/2016,Melbourne,Wellington,76,13028,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,9346,9346,0.7174,New Zealand,New Zealand,3,August,8
2569,1/08/2016,Melbourne,Xiamen,9,2124,China,Fujian,24.451938,118.078071,2519000,Australia,Victoria,-37.818086,144.97307,4170000,1510,1510,0.7109,China,NE Asia,1,August,8
2570,1/08/2016,Melbourne,Taipei,14,4200,Taiwan,Taipei City,25.035833,121.568333,6900273,Australia,Victoria,-37.818086,144.97307,4170000,3898,3898,0.9281,Taiwan,NE Asia,1,August,8
2571,1/08/2016,Melbourne,Queenstown,59,10190,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,7189,7189,0.7055,New Zealand,New Zealand,2,August,8
2572,1/08/2016,Melbourne,Shanghai,49,11396,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,10096,10096,0.8859,China,NE Asia,2,August,8
2573,1/08/2016,Melbourne,Singapore,231,75613,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,53463,53463,0.7071,Singapore,SE Asia,5,August,8
2574,1/08/2016,Melbourne,Beijing,13,3081,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,2494,2494,0.8095,China,NE Asia,1,August,8
2575,1/08/2016,Melbourne,Chengdu,13,3475,China,Sichuan,30.671946,104.068074,4123000,Australia,Victoria,-37.818086,144.97307,4170000,2954,2954,0.8501,China,NE Asia,1,August,8
2576,1/08/2016,Melbourne,Christchurch,74,12778,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,9375,9375,0.7337,New Zealand,New Zealand,3,August,8
2577,1/08/2016,Melbourne,Bangkok,77,23313,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,16710,16710,0.7168,Thailand,SE Asia,2,August,8
2578,1/08/2016,Melbourne,Abu Dhabi,62,25544,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,21417,21417,0.8384,United Arab Emirates,Middle East,1,August,8
2579,1/08/2016,Melbourne,Auckland,264,63532,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,42382,42382,0.6671,New Zealand,New Zealand,5,August,8
2580,1/08/2016,Melbourne,Bandar Seri Begawan,30,7620,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,5907,5907,0.7752,Brunei,SE Asia,1,August,8
2581,1/08/2016,Melbourne,Denpasar,122,34931,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,29525,29525,0.8452,Indonesia,SE Asia,4,August,8
2582,1/08/2016,Melbourne,Hong Kong,124,33343,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,29486,29486,0.8843,Hong Kong (SAR),NE Asia,2,August,8
